,Année,Mois,Jour,Heure,Equipe domicile,Equipe exterieure,Vainqueur,Score domicile,Score extérieur,Buteurs,Lieu du match,Journée,Région,Temperature moyenne,Précipitations en mm
0,2020,08,21,T19:00:00+0200,Bordeaux,Nantes,ex-aequo,0,0,[None],Bordeaux,1,aquitaine,22.5,5
1,2020,08,22,T17:00:00+0200,Dijon,Angers,exterieur,0,1,['I. Traoré'],Dijon,1,bourgogne,22.0,19
2,2020,08,22,T21:00:00+0200,Lille,Rennes,ex-aequo,1,1,"['J. Bamba', 'D. Da Silva']",Lille,1,nord-pas-de-calais,19.0,1
3,2020,08,23,T13:00:00+0200,Monaco,Reims,ex-aequo,2,2,"['A. Disasi', 'B. Badiashile', 'B. Dia', 'E. Touré']",Monaco,1,provence-alpes-c-te-d-azur,25.5,1
4,2020,08,23,T15:00:00+0200,Lorient,Strasbourg,domicile,3,1,"['Y. Wissa', 'A. Grbic', 'P. Hamel', 'M. Chahiri']",Lorient,1,bretagne,17.0,1
5,2020,08,23,T15:00:00+0200,Nîmes,Brest,domicile,4,0,"['K. Denkey', 'B. Meling', 'R. Philippoteaux', 'M. Koné']",Nîmes,1,languedoc-roussillon,26.5,0
6,2020,08,23,T17:00:00+0200,Nice,Lens,domicile,2,1,"['A. Gouiri', 'A. Gouiri', 'G. Kakuta']",Nice,1,provence-alpes-c-te-d-azur,25.5,1
7,2020,09,15,T21:00:00+0200,Montpellier,Lyon,domicile,2,1,"['T. Savanier', 'T. Savanier', 'M. Depay']",Montpellier,1,languedoc-roussillon,23.5,0
8,2020,09,16,T21:00:00+0200,Paris-SG,Metz,domicile,1,0,['J. Draxler'],Paris,1,ile-de-france,27.0,1
9,2020,09,17,T21:00:00+0200,Marseille,Saint-Étienne,exterieur,0,2,"['R. Hamouma', 'D. Bouanga']",Marseille,1,provence-alpes-c-te-d-azur,26.5,0
10,2020,08,28,T21:00:00+0200,Lyon,Dijon,domicile,4,1,"['M. Depay', 'W. Lautoa', 'M. Depay', 'M. Depay', 'A. Scheidler']",Lyon,2,rh-ne-alpes,21.5,20
11,2020,08,29,T17:00:00+0200,Rennes,Montpellier,domicile,2,1,"['D. Le Tallec', 'E. Camavinga', 'G. Laborde']",Rennes,2,bretagne,14.0,4
12,2020,08,29,T21:00:00+0200,Strasbourg,Nice,exterieur,0,2,"['K. Dolberg', 'K. Dolberg']",Strasbourg,2,alsace,16.5,1
13,2020,08,30,T13:00:00+0200,Reims,Lille,exterieur,0,1,['J. Bamba'],Reims,2,champagne-ardenne,15.0,2
14,2020,08,30,T15:00:00+0200,Nantes,Nîmes,domicile,2,1,"['A. Girotto', 'I. Louza', 'Z. Ferhat']",Nantes,2,pays-de-la-loire,14.0,1
15,2020,08,30,T15:00:00+0200,Saint-Étienne,Lorient,domicile,2,0,"['R. Hamouma', 'R. Hamouma']",Saint-Étienne,2,rh-ne-alpes,14.5,2
16,2020,08,30,T15:00:00+0200,Angers,Bordeaux,exterieur,0,2,"['J. Maja', 'T. Basic']",Angers,2,pays-de-la-loire,13.5,1
17,2020,08,30,T15:00:00+0200,Metz,Monaco,exterieur,0,1,['B. Badiashile'],Metz,2,lorraine,17.0,1
18,2020,08,30,T21:00:00+0200,Brest,Marseille,exterieur,2,3,"['R. Faivre', 'G. Charbonnier', 'F. Thauvin', 'D. Caleta-Car', 'D. Caleta-Car']",Brest,2,bretagne,14.5,1
19,2020,09,10,T21:00:00+0200,Lens,Paris-SG,domicile,1,0,['I. Ganago'],Lens,2,nord-pas-de-calais,19.0,1
20,2020,09,11,T21:00:00+0200,Bordeaux,Lyon,ex-aequo,0,0,[None],Bordeaux,3,aquitaine,23.5,0
21,2020,09,12,T17:00:00+0200,Montpellier,Nice,domicile,3,1,"['G. Laborde', 'D. Congré', 'D. Congré', 'Dante']",Montpellier,3,languedoc-roussillon,25.0,3
22,2020,09,12,T21:00:00+0200,Saint-Étienne,Strasbourg,domicile,2,0,"['D. Bouanga', 'M. Camara']",Saint-Étienne,3,rh-ne-alpes,19.5,0
23,2020,09,13,T13:00:00+0200,Lille,Metz,domicile,1,0,['L. Araujo'],Lille,3,nord-pas-de-calais,20.0,0
24,2020,09,13,T15:00:00+0200,Nîmes,Rennes,exterieur,2,4,"['A. Cubas', 'Z. Ferhat', 'S. Guirassy', 'S. Guirassy', 'N. Aguerd', 'B. Bourigeaud']",Nîmes,3,languedoc-roussillon,27.0,0
25,2020,09,13,T15:00:00+0200,Lorient,Lens,exterieur,2,3,"['A. Grbic', 'Y. Wissa', 'G. Kakuta', 'F. Medina', 'I. Ganago']",Lorient,3,bretagne,18.0,0
26,2020,09,13,T15:00:00+0200,Angers,Reims,domicile,1,0,['S. Bahoken'],Angers,3,pays-de-la-loire,21.0,0
27,2020,09,13,T15:00:00+0200,Dijon,Brest,exterieur,0,2,"['R. Perraud', 'I. Cardona']",Dijon,3,bourgogne,22.0,0
28,2020,09,13,T17:00:00+0200,Monaco,Nantes,domicile,2,1,"['S. Diop', 'W. Geubbels', 'L. Blas']",Monaco,3,provence-alpes-c-te-d-azur,26.5,0
29,2020,09,13,T21:00:00+0200,Paris-SG,Marseille,exterieur,0,1,['F. Thauvin'],Paris,3,ile-de-france,26.0,0
30,2020,09,18,T21:00:00+0200,Lyon,Nîmes,ex-aequo,0,0,[None],Lyon,4,rh-ne-alpes,25.5,0
31,2020,09,19,T17:00:00+0200,Lens,Bordeaux,domicile,2,1,"['I. Ganago', 'G. Kakuta', 'S. Kalu']",Lens,4,nord-pas-de-calais,20.0,1
32,2020,09,19,T21:00:00+0200,Rennes,Monaco,domicile,2,1,"['S. Nzonzi', 'A. Truffert', 'W. Ben Yedder']",Rennes,4,bretagne,20.0,19
33,2020,09,20,T13:00:00+0200,Nice,Paris-SG,exterieur,0,3,"['K. Mbappé', 'A. Di Maria', 'Marquinhos']",Nice,4,provence-alpes-c-te-d-azur,23.0,16
34,2020,09,20,T15:00:00+0200,Montpellier,Angers,domicile,4,1,"['A. Souquet', 'A. Delort', 'A. Delort', 'F. Mollet', 'S. Bahoken']",Montpellier,4,languedoc-roussillon,23.0,16
35,2020,09,20,T15:00:00+0200,Brest,Lorient,domicile,3,2,"['R. Perraud', 'S. Mounié', 'F. Honorat', 'C. Hérelle', 'T. Monconduit']",Brest,4,bretagne,17.0,0
36,2020,09,20,T15:00:00+0200,Metz,Reims,domicile,2,1,"['I. Niane', 'I. Niane', 'B. Dia']",Metz,4,lorraine,19.0,1
37,2020,09,20,T15:00:00+0200,Strasbourg,Dijon,domicile,1,0,['S. Mitrovic'],Strasbourg,4,alsace,19.5,0
38,2020,09,20,T17:00:00+0200,Nantes,Saint-Étienne,ex-aequo,2,2,"['M. Simon', 'R. Emond', 'A. Aouchiche', 'Y. Maçon']",Nantes,4,pays-de-la-loire,20.5,2
39,2020,09,20,T21:00:00+0200,Marseille,Lille,ex-aequo,1,1,"['V. Germain', 'L. Araujo']",Marseille,4,provence-alpes-c-te-d-azur,24.0,13
40,2020,09,25,T21:00:00+0200,Lille,Nantes,domicile,2,0,"['N. Pallois', 'B. Yilmaz']",Lille,5,nord-pas-de-calais,10.5,8
41,2020,09,26,T17:00:00+0200,Saint-Étienne,Rennes,exterieur,0,3,"['N. Aguerd', 'S. Guirassy', 'A. Hunou']",Saint-Étienne,5,rh-ne-alpes,7.5,3
42,2020,09,26,T21:00:00+0200,Marseille,Metz,ex-aequo,1,1,"['M. Sanson', 'I. Niane']",Marseille,5,provence-alpes-c-te-d-azur,14.5,0
43,2020,09,27,T13:00:00+0200,Bordeaux,Nice,ex-aequo,0,0,[None],Bordeaux,5,aquitaine,11.5,1
44,2020,09,27,T15:00:00+0200,Dijon,Montpellier,ex-aequo,2,2,"['E. Dina Ebimbe', 'B. Ecuele Manga', 'A. Delort', 'T. Savanier']",Dijon,5,bourgogne,8.0,47
45,2020,09,27,T15:00:00+0200,Nîmes,Lens,ex-aequo,1,1,"['Z. Ferhat', 'I. Ganago']",Nîmes,5,languedoc-roussillon,12.0,1
46,2020,09,27,T15:00:00+0200,Monaco,Strasbourg,domicile,3,2,"['W. Ben Yedder', 'R. Aguilar', 'W. Ben Yedder', 'M. Chahiri', 'L. Ajorque']",Monaco,5,provence-alpes-c-te-d-azur,17.5,1
47,2020,09,27,T15:00:00+0200,Angers,Brest,domicile,3,2,"['S. Thioub', 'I. Traoré', 'A. Fulgini', 'S. Mounié', 'G. Charbonnier']",Angers,5,pays-de-la-loire,11.5,0
48,2020,09,27,T17:00:00+0200,Lorient,Lyon,ex-aequo,1,1,"['Y. Wissa', 'L. Dubois']",Lorient,5,bretagne,12.5,0
49,2020,09,27,T21:00:00+0200,Reims,Paris-SG,exterieur,0,2,"['M. Icardi', 'M. Icardi']",Reims,5,champagne-ardenne,13.0,21
50,2020,10,02,T21:00:00+0200,Paris-SG,Angers,domicile,6,1,"['A. Florenzi', 'Neymar', 'Neymar', 'J. Draxler', 'I. Gueye', 'K. Mbappé', 'I. Traoré']",Paris,6,ile-de-france,13.5,31
51,2020,10,03,T17:00:00+0200,Lens,Saint-Étienne,domicile,2,0,"['G. Kakuta', 'F. Sotoca']",Lens,6,nord-pas-de-calais,13.5,22
52,2020,10,03,T21:00:00+0200,Nice,Nantes,domicile,2,1,"['Dante', 'K. Thuram', 'I. Louza']",Nice,6,provence-alpes-c-te-d-azur,15.5,22
53,2020,10,04,T13:00:00+0200,Montpellier,Nîmes,exterieur,0,1,['R. Ripart'],Montpellier,6,languedoc-roussillon,16.0,2
54,2020,10,04,T15:00:00+0200,Strasbourg,Lille,exterieur,0,3,"['M. Çelik', 'R. Sanches', 'B. Yilmaz']",Strasbourg,6,alsace,13.5,2
55,2020,10,04,T15:00:00+0200,Brest,Monaco,domicile,1,0,['R. Faivre'],Brest,6,bretagne,12.0,7
56,2020,10,04,T15:00:00+0200,Bordeaux,Dijon,domicile,3,0,"['R. Oudin', 'S. Kalu', 'T. Basic']",Bordeaux,6,aquitaine,13.5,13
57,2020,10,04,T15:00:00+0200,Metz,Lorient,domicile,3,1,"['I. Niane', 'I. Niane', 'I. Niane', 'P. Hamel']",Metz,6,lorraine,11.0,18
58,2020,10,04,T17:00:00+0200,Rennes,Reims,ex-aequo,2,2,"['Raphinha', 'D. Da Silva', 'Y. Abdelhamid', 'B. Dia']",Rennes,6,bretagne,11.5,4
59,2020,10,04,T21:00:00+0200,Lyon,Marseille,ex-aequo,1,1,"['H. Aouar', 'D. Payet']",Lyon,6,rh-ne-alpes,12.5,5
60,2020,10,16,T19:00:00+0200,Dijon,Rennes,ex-aequo,1,1,"['M. Baldé', 'M. Terrier']",Dijon,7,bourgogne,10.0,2
61,2020,10,16,T21:00:00+0200,Nîmes,Paris-SG,exterieur,0,4,"['K. Mbappé', 'A. Florenzi', 'K. Mbappé', 'P. Sarabia']",Nîmes,7,languedoc-roussillon,12.5,0
62,2020,10,17,T17:00:00+0200,Reims,Lorient,exterieur,1,3,"['M. Cassama', 'P. Hamel', 'Y. Wissa', 'T. Moffi']",Reims,7,champagne-ardenne,9.0,0
63,2020,10,17,T21:00:00+0200,Marseille,Bordeaux,domicile,3,1,"['F. Thauvin', 'J. Amavi', 'Pablo', 'J. Maja']",Marseille,7,provence-alpes-c-te-d-azur,15.0,0
64,2020,10,18,T13:00:00+0200,Strasbourg,Lyon,exterieur,2,3,"['H. Diallo', 'J. Aholou', 'T. Kadewere', 'K. Toko Ekambi', 'K. Toko Ekambi']",Strasbourg,7,alsace,10.0,2
65,2020,10,18,T15:00:00+0200,Monaco,Montpellier,ex-aequo,1,1,"['W. Ben Yedder', 'S. Mavididi']",Monaco,7,provence-alpes-c-te-d-azur,16.0,1
66,2020,10,18,T15:00:00+0200,Nantes,Brest,domicile,3,1,"['R. Kolo Muani', 'L. Blas', 'A. Bamba', 'R. Faivre']",Nantes,7,pays-de-la-loire,11.5,0
67,2020,10,18,T15:00:00+0200,Angers,Metz,ex-aequo,1,1,"['T. Mangani', 'O. Nguette']",Angers,7,pays-de-la-loire,12.0,0
68,2020,10,18,T17:00:00+0200,Saint-Étienne,Nice,exterieur,1,3,"['A. Aouchiche', 'P. Lees-Melou', 'A. Gouiri', 'M. Maolida']",Saint-Étienne,7,rh-ne-alpes,6.5,0
69,2020,10,18,T21:00:00+0200,Lille,Lens,domicile,4,0,"['B. Yilmaz', 'J. Bamba', 'J. Ikoné', 'Y. Yazici']",Lille,7,nord-pas-de-calais,11.5,2
70,2020,10,23,T21:00:00+0200,Rennes,Angers,exterieur,1,2,"['A. Hunou', 'S. Boufal', 'A. Fulgini']",Rennes,8,bretagne,13.0,2
71,2020,10,24,T17:00:00+0200,Lorient,Marseille,exterieur,0,1,['L. Balerdi'],Lorient,8,bretagne,15.5,18
72,2020,10,24,T21:00:00+0200,Paris-SG,Dijon,domicile,4,0,"['M. Kean', 'M. Kean', 'K. Mbappé', 'K. Mbappé']",Paris,8,ile-de-france,14.5,1
73,2020,10,25,T15:00:00+0100,Montpellier,Reims,exterieur,0,4,"['B. Dia', 'B. Dia', 'N. Mbuku', 'B. Dia']",Montpellier,8,languedoc-roussillon,15.5,0
74,2020,10,25,T15:00:00+0100,Metz,Saint-Étienne,domicile,2,0,"['F. Boulaya', 'N. Sissoko']",Metz,8,lorraine,11.5,11
75,2020,10,25,T15:00:00+0100,Bordeaux,Nîmes,domicile,2,0,"['J. Briand', 'R. Oudin']",Bordeaux,8,aquitaine,14.5,7
76,2020,10,25,T15:00:00+0100,Brest,Strasbourg,exterieur,0,3,"['H. Diallo', 'K. Lala', 'L. Ajorque']",Brest,8,bretagne,11.0,4
77,2020,10,25,T17:00:00+0100,Nice,Lille,ex-aequo,1,1,"['K. Dolberg', 'B. Yilmaz']",Nice,8,provence-alpes-c-te-d-azur,16.5,2
78,2020,10,25,T21:00:00+0100,Lyon,Monaco,domicile,4,1,"['M. Depay', 'K. Toko Ekambi', 'H. Aouar', 'K. Toko Ekambi', 'W. Ben Yedder']",Lyon,8,rh-ne-alpes,14.5,0
79,2020,11,25,T19:00:00+0100,Lens,Nantes,ex-aequo,1,1,"['G. Kakuta', 'A. Touré']",Lens,8,nord-pas-de-calais,8.0,0
80,2020,10,31,T17:00:00+0100,Rennes,Brest,domicile,2,1,"['D. Da Silva', 'N. Aguerd', 'F. Honorat']",Rennes,9,bretagne,12.5,2
81,2020,10,31,T21:00:00+0100,Nantes,Paris-SG,exterieur,0,3,"['A. Herrera', 'K. Mbappé', 'P. Sarabia']",Nantes,9,pays-de-la-loire,14.0,0
82,2020,11,01,T13:00:00+0100,Saint-Étienne,Montpellier,exterieur,0,1,['S. Mavididi'],Saint-Étienne,9,rh-ne-alpes,15.5,0
83,2020,11,01,T15:00:00+0100,Angers,Nice,exterieur,0,3,"['R. Lopes', 'P. Lees-Melou', 'H. Boudaoui']",Angers,9,pays-de-la-loire,17.5,5
84,2020,11,01,T15:00:00+0100,Nîmes,Metz,exterieur,0,1,['M. Gueye'],Nîmes,9,languedoc-roussillon,16.5,0
85,2020,11,01,T15:00:00+0100,Dijon,Lorient,ex-aequo,0,0,[None],Dijon,9,bourgogne,13.5,5
86,2020,11,01,T15:00:00+0100,Reims,Strasbourg,domicile,2,1,"['B. Kamara', 'W. Faes', 'L. Ajorque']",Reims,9,champagne-ardenne,14.5,2
87,2020,11,01,T17:00:00+0100,Monaco,Bordeaux,domicile,4,0,"['W. Ben Yedder', 'G. Martins', 'K. Volland', 'K. Volland']",Monaco,9,provence-alpes-c-te-d-azur,17.5,0
88,2020,11,01,T21:00:00+0100,Lille,Lyon,ex-aequo,1,1,"['J. Bamba', 'M. Çelik']",Lille,9,nord-pas-de-calais,14.5,1
89,2021,01,20,T21:00:00+0100,Marseille,Lens,exterieur,0,1,['S. Banza'],Marseille,9,provence-alpes-c-te-d-azur,12.5,6
90,2020,11,06,T21:00:00+0100,Strasbourg,Marseille,exterieur,0,1,['M. Sanson'],Strasbourg,10,alsace,9.0,0
91,2020,11,07,T17:00:00+0100,Bordeaux,Montpellier,exterieur,0,2,"['F. Mollet', 'A. Delort']",Bordeaux,10,aquitaine,17.0,4
92,2020,11,07,T21:00:00+0100,Paris-SG,Rennes,domicile,3,0,"['M. Kean', 'A. Di Maria', 'D. Da Silva']",Paris,10,ile-de-france,13.5,0
93,2020,11,08,T13:00:00+0100,Brest,Lille,domicile,3,2,"['R. Pierre-Gabriel', 'R. Perraud', 'I. Cardona', 'B. Yilmaz', 'B. Yilmaz']",Brest,10,bretagne,15.0,1
94,2020,11,08,T15:00:00+0100,Lens,Reims,ex-aequo,4,4,"['S. Banza', 'T. Foket', 'F. Sotoca', 'F. Sotoca', 'M. Cafaro', 'B. Dia', 'F. Medina', 'B. Dia']",Lens,10,nord-pas-de-calais,13.0,0
95,2020,11,08,T15:00:00+0100,Metz,Dijon,ex-aequo,1,1,"['P. Yade', 'M. Baldé']",Metz,10,lorraine,11.5,1
96,2020,11,08,T15:00:00+0100,Nîmes,Angers,exterieur,1,5,"['M. Koné', 'M. Pereira Lage', 'S. Bahoken', 'S. Bahoken', 'L. Diony', 'J. Cabot']",Nîmes,10,languedoc-roussillon,17.0,33
97,2020,11,08,T15:00:00+0100,Lorient,Nantes,exterieur,0,2,"['A. Bamba', 'L. Blas']",Lorient,10,bretagne,15.5,1
98,2020,11,08,T17:00:00+0100,Nice,Monaco,exterieur,1,2,"['P. Lees-Melou', 'A. Disasi', 'S. Diop']",Nice,10,provence-alpes-c-te-d-azur,16.0,1
99,2020,11,08,T21:00:00+0100,Lyon,Saint-Étienne,domicile,2,1,"['T. Kadewere', 'T. Kadewere', 'A. Lopes']",Lyon,10,rh-ne-alpes,13.5,4
100,2020,11,20,T19:00:00+0100,Rennes,Bordeaux,exterieur,0,1,['H. Ben Arfa'],Rennes,11,bretagne,7.5,0
101,2020,11,20,T21:00:00+0100,Monaco,Paris-SG,domicile,3,2,"['K. Volland', 'K. Volland', 'F. Fabregas', 'K. Mbappé', 'K. Mbappé']",Monaco,11,provence-alpes-c-te-d-azur,14.5,3
102,2020,11,21,T17:00:00+0100,Brest,Saint-Étienne,domicile,4,1,"['F. Honorat', 'J. Duverne', 'I. Cardona', 'S. Mounié', 'M. Camara']",Brest,11,bretagne,10.5,1
103,2020,11,22,T13:00:00+0100,Nantes,Metz,ex-aequo,1,1,"['R. Kolo Muani', 'A. Leya Iseka']",Nantes,11,pays-de-la-loire,9.0,0
104,2020,11,22,T15:00:00+0100,Montpellier,Strasbourg,domicile,4,3,"['P. Mendes', 'A. Delort', 'A. Delort', 'G. Laborde', 'K. Lala', 'H. Diallo', 'L. Ajorque']",Montpellier,11,languedoc-roussillon,9.0,0
105,2020,11,22,T15:00:00+0100,Dijon,Lens,exterieur,0,1,['A. Kalimuendo'],Dijon,11,bourgogne,3.5,0
106,2020,11,22,T15:00:00+0100,Reims,Nîmes,exterieur,0,1,['R. Ripart'],Reims,11,champagne-ardenne,6.5,0
107,2020,11,22,T17:00:00+0100,Angers,Lyon,exterieur,0,1,['T. Kadewere'],Angers,11,pays-de-la-loire,8.0,0
108,2020,11,22,T21:00:00+0100,Lille,Lorient,domicile,4,0,"['Y. Yazici', 'Y. Yazici', 'L. Araujo', 'J. David']",Lille,11,nord-pas-de-calais,10.5,4
109,2021,02,17,T21:00:00+0100,Marseille,Nice,domicile,3,2,"['A. Gonzalez', 'S. Khaoui', 'S. Khaoui', 'A. Gouiri', 'M. Sellouki']",Marseille,11,provence-alpes-c-te-d-azur,11.5,1
110,2020,11,27,T21:00:00+0100,Strasbourg,Rennes,ex-aequo,1,1,"['A. Thomasson', 'A. Hunou']",Strasbourg,12,alsace,5.5,0
111,2020,11,28,T17:00:00+0100,Marseille,Nantes,domicile,3,1,"['F. Thauvin', 'D. Payet', 'D. Benedetto', 'L. Blas']",Marseille,12,provence-alpes-c-te-d-azur,15.5,4
112,2020,11,28,T21:00:00+0100,Paris-SG,Bordeaux,ex-aequo,2,2,"['Neymar', 'M. Kean', 'T. Pembélé', 'Y. Adli']",Paris,12,ile-de-france,9.5,0
113,2020,11,29,T13:00:00+0100,Lyon,Reims,domicile,3,0,"['K. Toko Ekambi', 'B. Guimaraes', 'M. Dembélé']",Lyon,12,rh-ne-alpes,5.0,0
114,2020,11,29,T15:00:00+0100,Lens,Angers,exterieur,1,3,"['A. Kalimuendo', 'M. Pereira Lage', 'S. Bahoken', 'P. Capelle']",Lens,12,nord-pas-de-calais,5.5,0
115,2020,11,29,T15:00:00+0100,Lorient,Montpellier,exterieur,0,1,['P. Skuletic'],Lorient,12,bretagne,9.5,0
116,2020,11,29,T15:00:00+0100,Monaco,Nîmes,domicile,3,0,"['S. Diop', 'G. Martins', 'K. Volland']",Monaco,12,provence-alpes-c-te-d-azur,14.5,0
117,2020,11,29,T15:00:00+0100,Metz,Brest,exterieur,0,2,"['I. Cardona', 'I. Cardona']",Metz,12,lorraine,1.0,0
118,2020,11,29,T17:00:00+0100,Nice,Dijon,exterieur,1,3,"['A. Gouiri', 'M. Baldé', 'G. Ngonda Muzinga', 'M. Baldé']",Nice,12,provence-alpes-c-te-d-azur,14.0,0
119,2020,11,29,T21:00:00+0100,Saint-Étienne,Lille,ex-aequo,1,1,"['W. Khazri', 'J. Ikoné']",Saint-Étienne,12,rh-ne-alpes,3.5,0
120,2020,12,04,T21:00:00+0100,Nîmes,Marseille,exterieur,0,2,"['D. Benedetto', 'V. Germain']",Nîmes,13,languedoc-roussillon,9.0,2
121,2020,12,05,T17:00:00+0100,Rennes,Lens,exterieur,0,2,"['A. Kalimuendo', 'I. Ganago']",Rennes,13,bretagne,4.0,6
122,2020,12,05,T21:00:00+0100,Montpellier,Paris-SG,exterieur,1,3,"['S. Mavididi', 'C. Dagba', 'M. Kean', 'K. Mbappé']",Montpellier,13,languedoc-roussillon,8.0,0
123,2020,12,06,T13:00:00+0100,Lille,Monaco,domicile,2,1,"['J. David', 'Y. Yazici', 'P. Pellegri']",Lille,13,nord-pas-de-calais,3.5,0
124,2020,12,06,T15:00:00+0100,Angers,Lorient,domicile,2,0,"['A. Fulgini', 'P. Capelle']",Angers,13,pays-de-la-loire,4.0,2
125,2020,12,06,T15:00:00+0100,Bordeaux,Brest,domicile,1,0,['H. Ben Arfa'],Bordeaux,13,aquitaine,8.5,4
126,2020,12,06,T15:00:00+0100,Nantes,Strasbourg,exterieur,0,4,"['D. Liénard', 'H. Diallo', 'L. Ajorque', 'K. Zohi']",Nantes,13,pays-de-la-loire,6.5,4
127,2020,12,06,T15:00:00+0100,Dijon,Saint-Étienne,ex-aequo,0,0,[None],Dijon,13,bourgogne,1.5,0
128,2020,12,06,T17:00:00+0100,Reims,Nice,ex-aequo,0,0,[None],Reims,13,champagne-ardenne,2.5,0
129,2020,12,06,T21:00:00+0100,Metz,Lyon,exterieur,1,3,"['F. Boulaya', 'M. Depay', 'K. Toko Ekambi', 'K. Toko Ekambi']",Metz,13,lorraine,2.5,0
130,2020,12,11,T21:00:00+0100,Saint-Étienne,Angers,ex-aequo,0,0,[None],Saint-Étienne,14,rh-ne-alpes,5.5,12
131,2020,12,12,T17:00:00+0100,Marseille,Monaco,domicile,2,1,"['F. Thauvin', 'D. Benedetto', 'W. Ben Yedder']",Marseille,14,provence-alpes-c-te-d-azur,10.5,7
132,2020,12,12,T21:00:00+0100,Lens,Montpellier,exterieur,2,3,"['J. Omlin', 'G. Kakuta', 'S. Mavididi', 'P. Mendes', 'G. Laborde']",Lens,14,nord-pas-de-calais,8.0,3
133,2020,12,13,T13:00:00+0100,Nice,Rennes,exterieur,0,1,['M. Niang'],Nice,14,provence-alpes-c-te-d-azur,11.0,0
134,2020,12,13,T15:00:00+0100,Brest,Reims,domicile,2,1,"['F. Honorat', 'S. Mounié', 'A. Zeneli']",Brest,14,bretagne,11.5,10
135,2020,12,13,T15:00:00+0100,Strasbourg,Metz,ex-aequo,2,2,"['M. Simakan', 'A. Thomasson', 'D. Bronn', 'O. Nguette']",Strasbourg,14,alsace,7.0,3
136,2020,12,13,T15:00:00+0100,Nantes,Dijon,ex-aequo,1,1,"['M. Simon', 'M. Konaté']",Nantes,14,pays-de-la-loire,9.5,2
137,2020,12,13,T15:00:00+0100,Lorient,Nîmes,domicile,3,0,"['Q. Boisgard', 'P. Hamel', 'Y. Wissa']",Lorient,14,bretagne,12.0,13
138,2020,12,13,T17:00:00+0100,Lille,Bordeaux,domicile,2,1,"['J. Bamba', 'J. Fonte', 'T. Basic']",Lille,14,nord-pas-de-calais,5.5,1
139,2020,12,13,T21:00:00+0100,Paris-SG,Lyon,exterieur,0,1,['T. Kadewere'],Paris,14,ile-de-france,6.0,1
140,2020,12,16,T19:00:00+0100,Dijon,Lille,exterieur,0,2,"['Y. Yazici', 'T. Weah']",Dijon,15,bourgogne,8.5,1
141,2020,12,16,T19:00:00+0100,Montpellier,Metz,exterieur,0,2,"['A. Leya Iseka', 'H. Maïga']",Montpellier,15,languedoc-roussillon,13.0,9
142,2020,12,16,T19:00:00+0100,Angers,Strasbourg,exterieur,0,2,"['H. Diallo', 'L. Ajorque']",Angers,15,pays-de-la-loire,9.0,2
143,2020,12,16,T19:00:00+0100,Nîmes,Nice,exterieur,0,2,"['D. Ndoye', 'A. Claude-Maurice']",Nîmes,15,languedoc-roussillon,13.0,5
144,2020,12,16,T19:00:00+0100,Reims,Nantes,domicile,3,2,"['E. Touré', 'B. Dia', 'M. Cafaro', 'N. Pallois', 'L. Blas']",Reims,15,champagne-ardenne,7.0,0
145,2020,12,16,T21:00:00+0100,Lyon,Brest,ex-aequo,2,2,"['M. Depay', 'M. Cornet', 'A. Lopes', 'R. Faivre']",Lyon,15,rh-ne-alpes,9.5,24
146,2020,12,16,T21:00:00+0100,Paris-SG,Lorient,domicile,2,0,"['K. Mbappé', 'M. Kean']",Paris,15,ile-de-france,8.5,0
147,2020,12,16,T21:00:00+0100,Rennes,Marseille,domicile,2,1,"['H. Traoré', 'A. Hunou', 'P. Gueye']",Rennes,15,bretagne,9.5,1
148,2020,12,16,T21:00:00+0100,Monaco,Lens,exterieur,0,3,"['I. Sylla', 'S. Banza', 'G. Kakuta']",Monaco,15,provence-alpes-c-te-d-azur,13.0,1
149,2020,12,16,T21:00:00+0100,Bordeaux,Saint-Étienne,exterieur,1,2,"['U. Hwang', 'A. Nordin', 'Y. Neyou']",Bordeaux,15,aquitaine,10.5,1
150,2020,12,19,T17:00:00+0100,Metz,Lens,domicile,2,0,"['O. Nguette', 'F. Boulaya']",Metz,16,lorraine,8.5,1
151,2020,12,19,T19:00:00+0100,Marseille,Reims,ex-aequo,1,1,"['F. Thauvin', 'Y. Nagatomo']",Marseille,16,provence-alpes-c-te-d-azur,14.0,1
152,2020,12,19,T21:00:00+0100,Nice,Lyon,exterieur,1,4,"['A. Gouiri', 'M. Depay', 'T. Kadewere', 'K. Toko Ekambi', 'H. Aouar']",Nice,16,provence-alpes-c-te-d-azur,12.5,4
153,2020,12,20,T13:00:00+0100,Brest,Montpellier,ex-aequo,2,2,"['R. Philippoteaux', 'B. Chardonnet', 'G. Laborde', 'A. Delort']",Brest,16,bretagne,10.0,5
154,2020,12,20,T15:00:00+0100,Dijon,Monaco,exterieur,0,1,['K. Volland'],Dijon,16,bourgogne,9.0,18
155,2020,12,20,T15:00:00+0100,Nantes,Angers,ex-aequo,1,1,"['C. Traoré', 'R. Thomas']",Nantes,16,pays-de-la-loire,10.0,1
156,2020,12,20,T15:00:00+0100,Strasbourg,Bordeaux,exterieur,0,2,"['Pablo', 'Otavio']",Strasbourg,16,alsace,7.5,14
157,2020,12,20,T15:00:00+0100,Saint-Étienne,Nîmes,ex-aequo,2,2,"['H. Moukoudi', 'A. Nordin', 'M. Ahlinvi', 'R. Ripart']",Saint-Étienne,16,rh-ne-alpes,8.5,15
